5750,5579dca90db630d703866955, 1060 W LAWRENCE AVE,North Side,41.969304,-87.657235
5751,5579dca90db630d703866956, 2215 HOWARD ST,North Side,42.0192072,-87.7059941
5752,5579dca90db630d703866957, 6738 N WESTERN AVE,North Side,42.004397,-87.69042999999999
5753,5579dca90db630d703866958, 6230 N KENMORE AVE,North Side,41.9955667,-87.65701829999999
5754,5579dca90db630d703866959, 3231 W ARDMORE AVE,North Side,41.9866731,-87.710323
5755,5579dca90db630d70386695a, 832 W SHERIDAN RD,North Side,41.9532365,-87.65075259999999
5756,5579dca90db630d70386695b, 4035 N CENTRAL PARK AVE,North Side,41.95491699999999,-87.717489
5757,5579dca90db630d70386695c, 59 W SUPERIOR ST,Central,41.895427,-87.630506
5758,5579dca90db630d70386695d, 463 W SUPERIOR ST,Central,41.8954953,-87.6409735
5759,5579dca90db630d70386695e, 6816 N SHERIDAN RD,North Side,42.0060258,-87.6613038
5760,5579dca90db630d70386695f, 7253 N ASHLAND AVE,North Side,42.0133142,-87.6701997
5761,5579dca90db630d703866960, 7351 N WESTERN AVE,North Side,42.0149819,-87.6901393
5762,5579dca90db630d703866961, 2730 W SUMMERDALE AVE,North Side,41.978827,-87.697738
5763,5579dcaa0db630d703866962, 132 W CERMAK RD,South Side,41.8529566,-87.6304943
5764,5579dcaa0db630d703866963, 2404 W DEVON AVE,North Side,41.9978483,-87.69036179999999
5765,5579dcaa0db630d703866964, 3148 S ABERDEEN ST,South Side,41.83652600000001,-87.653865
5766,5579dcaa0db630d703866965, W Irving Park Rd NORTH SIDE,Chgo,41.9766665,-87.8906634
5767,5579dcaa0db630d703866966, 6700 N CLARK ST,North Side,42.003646,-87.672872
5768,5579dcaa0db630d703866967, 6413 N RAVENSWOOD AVE,Chgo,41.9984456,-87.6750131
5769,5579dcaa0db630d703866968, 3247 W ARDMORE AVE,North Side,41.9866713,-87.71049169999999
5770,5579dcaa0db630d703866969, 920 W ARGYLE ST,North Side,41.973629,-87.653295
5771,5579dcaa0db630d70386696a, 6415 N RAVENSWOOD AVE,North Side,41.998546,-87.674632
5772,5579dcaa0db630d70386696b, 7548 N OAKLEY AVE,North Side,42.018877,-87.68808000000001
5773,5579dcaa0db630d70386696c, 5149 N LINCOLN AVE,North Side,41.9753815,-87.69230069999999
5774,5579dcaa0db630d70386696d, 5149 N LINCOLN AVE,North Side,41.9753815,-87.69230069999999
5775,5579dcaa0db630d70386696e, 6723 N SHERIDAN RD,North Side,42.0043035,-87.66082500000002
5776,5579dcaa0db630d70386696f, 6444 N ASHLAND BLVD,North Side,42.0053874,-87.6699751
5777,5579dcaa0db630d703866970, 4825 N SHERIDAN RD,North Side,41.96987499999999,-87.654427
5778,5579dcaa0db630d703866971, 1645 N RUSH ST,Central,41.9024002,-87.62831659999999
5779,5579dcaa0db630d703866972, 3251 W VICTORIA ST,North Side,41.9857727,-87.71041369999999
5780,5579dcaa0db630d703866973, 527 N STATE ST,Central,41.8916738,-87.62805490000001
5781,5579dcaa0db630d703866974, 6742 N WESTERN AVE,North Side,42.004466,-87.69042999999999
5782,5579dcaa0db630d703866975, 400 N LASALLE ST,Central,41.8896768,-87.6330572
5783,5579dcaa0db630d703866976, 5803 THE UNIVERSITY OF CHICAGO,S Woodlawn Ave,41.7895064,-87.5963945
5784,5579dcaa0db630d703866977, 7559 N SHERIDAN RD,North Side,42.0189908,-87.6659365
5785,5579dcaa0db630d703866978, 2800 W DIVERSEY AVE,North Side,41.9322314,-87.6979885
5786,5579dcaa0db630d703866979, 5200 N WESTERN AVE,North Side,41.9758943,-87.6892331
5787,5579dcaa0db630d70386697a, 225 S CANAL ST,West Loop Gate,41.8787387,-87.6394832
5788,5579dcaa0db630d70386697b, 4715 S HAMLIN AVE,South Side,41.807447,-87.718312
5789,5579dcaa0db630d70386697c, 4715 S HAMLIN AVE,South Side,41.807447,-87.718312
5790,5579dcaa0db630d70386697d, 1254 N LASALLE ST,Central,41.9051966,-87.6330619
5791,5579dcaa0db630d70386697e, 417 W SUPERIOR ST,Central,41.8955138,-87.63929089999999
5793,5579dcaa0db630d703866980, 5214 S WOODLAWN AVE,Hyde Park,41.8003234,-87.59690619999999
5792,5579dcaa0db630d70386697f, 5228 S WOODLAWN AVE,Hyde Park,41.8000353,-87.59667689999999
5794,5579dcaa0db630d703866981, 8701 S MERRILL AVE,Calumet Heights,41.7370777,-87.5720656
5796,5579dcaa0db630d703866983, 800 N SACRAMENTO AVE,West Side,41.8968471,-87.7029704
5795,5579dcaa0db630d703866982, 7429 N SHERIDAN RD,North Side,42.0169839,-87.66533820000001
5797,5579dcaa0db630d703866984, 1132 W THORNDALE AVE,North Side,41.990221,-87.659635
5798,5579dcaa0db630d703866985, 4207 N KEDZIE AVE,North Side,41.957915,-87.70777799999999
5799,5579dcaa0db630d703866986, 4200 S CICERO AVE,Chgo,41.816717,-87.746512
5800,5579dcaa0db630d703866987, 2319 HOWARD ST,North Side,42.019275,-87.688563
5801,5579dcaa0db630d703866988, 2251 N CLARK ST,North Side,41.92294529999999,-87.63885069999999
5802,5579dcaa0db630d703866989, 500 N COLUMBUS DR,Streeterville,41.89100390000001,-87.6203288
5803,5579dcaa0db630d70386698a, 441 W ADAMS ST,West Loop Gate,41.8793168,-87.6384197
5804,5579dcaa0db630d70386698b, 5225 N CALIFORNIA AVE,North Side,41.9765816,-87.698915
5805,5579dcaa0db630d70386698c, 6401 N CAMPBELL AVE,North Side,41.99769329999999,-87.69230069999999
5806,5579dcaa0db630d70386698d, 306 NORTHWESTERN UNIVERSITY,E Huron St,41.89501689999999,-87.62013999999999
5807,5579dcaa0db630d70386698e, 6748 N WESTERN AVE,North Side,42.0047013,-87.6901417
5808,5579dcaa0db630d70386698f, 6417 N RAVENSWOOD AVE,North Side,41.99868,-87.67463599999999
5809,5579dcaa0db630d703866990, 800 W FULLERTON AVE,North Side,41.9254697,-87.6487709
5810,5579dcaa0db630d703866991, 4550 N CLARENDON AVE,North Side,41.96473,-87.650336
5811,5579dcaa0db630d703866992, 3444 W LAWRENCE AVE,North Side,41.968651,-87.715147
5812,5579dcaa0db630d703866993, 7331 N WESTERN AVE,North Side,42.0148679,-87.69013989999999
5813,5579dcaa0db630d703866994, 1000 W GLENLAKE AVE,North Side,41.9923534,-87.6554712
5814,5579dcaa0db630d703866995, 500 N COLUMBUS DR,Streeterville,41.89100390000001,-87.6203288
5815,5579dcaa0db630d703866996, 5601 N ROCKWELL ST,North Side,41.983145,-87.69428289999999
5816,5579dcaa0db630d703866997, 6800 N WESTERN AVE,North Side,42.005156,-87.690428
5817,5579dcaa0db630d703866998, 110 W 26TH ST,Ickes Praire Homes,41.8455508,-87.6302171
5818,5579dcaa0db630d703866999, 6021 N GREENVIEW AVE,North Side,41.9914658,-87.66760909999999
5819,5579dcaa0db630d70386699a, 100 S CLINTON ST,Chgo,41.8804845,-87.64118599999999
5820,5579dcaa0db630d70386699b, 6545 N WESTERN AVE,North Side,42.0001213,-87.6898655
5821,5579dcaa0db630d70386699c, 6043 N CHRISTIANA AVE,North Side,41.99158,-87.7124429
5822,5579dcaa0db630d70386699d, 4941 S CORNELL AVE,Hyde Park,41.7992701,-87.5854873
5823,5579dcaa0db630d70386699e, 2573 S EMERALD AVE,South Side,41.845531,-87.645161
5824,5579dcaa0db630d70386699f, 7413 N SHERIDAN RD,North Side,42.0164646,-87.6651876
5825,5579dcaa0db630d7038669a0, 1160 W GUNNISON ST,North Side,41.97024570000001,-87.65972590000001
5826,5579dcaa0db630d7038669a1, 7611 S PHILLIPS AVE,South Shore,41.75682,-87.56475499999999
5827,5579dcaa0db630d7038669a2, 6 E GRAND AVE,Central,41.8916837,-87.6278981
5828,5579dcaa0db630d7038669a3, 36 W ILLINOIS ST,Central,41.8908618,-87.6293834
5829,5579dcaa0db630d7038669a4, 3053 S GRATTEN AVE,South Side,41.8390317,-87.6540338
5830,5579dcaa0db630d7038669a5, 4200 S CICERO AVE,Chgo,41.816717,-87.746512
5831,5579dcaa0db630d7038669a6, 2723 W BERWYN AVE,North Side,41.9776301,-87.6979386
5832,5579dcaa0db630d7038669a7, Chgo COOK COUNTY,IL,41.8781136,-87.6297982
5833,5579dcaa0db630d7038669a8, 6817 S CHAMPLAIN AVE,Park Manor,41.770666,-87.609004
5834,5579dcaa0db630d7038669a9, 81 E ADAMS ST,Central,41.8795092,-87.6249694
5835,5579dcaa0db630d7038669aa, 8600 W CATALPA AVE,O'Hare,41.979638,-87.842737
5836,5579dcaa0db630d7038669ab, 8158 S LAFAYETTE AVE,Chatham,41.7459927,-87.6263106
5837,5579dcaa0db630d7038669ac, 2337 W DEVON AVE,Chgo,41.997626,-87.6889997
5838,5579dcaa0db630d7038669ad, 3810 W LAWRENCE AVE,North Side,41.9685508,-87.7236909
5839,5579dcaa0db630d7038669ae, 1720 W DEVON AVE,North Side,41.99829099999999,-87.673062
5840,5579dcaa0db630d7038669af, 2032 W DEVON AVE,North Side,41.998008,-87.68152839999999
5841,5579dcaa0db630d7038669b0, 6903 N RIDGE BLVD,North Side,42.0065499,-87.6807709
5842,5579dcaa0db630d7038669b1, 925 W MADISON ST,West Loop,41.8816756,-87.65065229999999
5843,5579dcaa0db630d7038669b2, 500 N COLUMBUS DR,Streeterville,41.89100390000001,-87.6203288
5844,5579dcaa0db630d7038669b3, 1 E OAK ST,Central,41.9005097,-87.628097
5845,5579dcaa0db630d7038669b4, 100 W CHICAGO AVE,Central,41.8966577,-87.6312526
5846,5579dcaa0db630d7038669b5, 2741 W BELMONT AVE,North Side,41.9391332,-87.69692099999999
5847,5579dcaa0db630d7038669b6, 3500 S INDIANA AVE,South Side,41.8308525,-87.6221947
5848,5579dcaa0db630d7038669b7, 1301 N SEDGWICK ST,Central,41.9056583,-87.63840479999999
5849,5579dcaa0db630d7038669b8, 5542 W GIDDINGS ST,North Side,41.9664347,-87.76643059999999
5850,5579dcaa0db630d7038669b9, 2513 S ELEANOR ST,South Side,41.845951,-87.65703599999999
5851,5579dcaa0db630d7038669ba, 4647 N CLARK ST,North Side,41.9666825,-87.6667513
5852,5579dcaa0db630d7038669bb, 5333 N WESTERN AVE,North Side,41.9791217,-87.6891959
5853,5579dcaa0db630d7038669bc, 1410 N WELLS ST,Central,41.9080489,-87.6346299
5854,5579dcaa0db630d7038669bd, 8758 S STONY ISLAND AVE,Calumet Heights,41.735238,-87.58599799999999
5855,5579dcaa0db630d7038669be, 2708 W CARMEN AVE,North Side,41.9740068,-87.6966293
5856,5579dcaa0db630d7038669bf, 4314 N WESTERN AVE,North Side,41.9599923,-87.6889597
5857,5579dcaa0db630d7038669c0, 100 W CHICAGO AVE,Central,41.8966577,-87.6312526
5858,5579dcaa0db630d7038669c1, 364 W OAK ST,Central,41.90094999999999,-87.6378794
5859,5579dcaa0db630d7038669c2, 6048 N CALIFORNIA AVE,North Side,41.9919144,-87.6994527
5860,5579dcaa0db630d7038669c3, 15 S DEARBORN ST,Central,41.8817909,-87.62939430000002
5861,5579dcaa0db630d7038669c4, 364 W OAK ST,Central,41.90094999999999,-87.6378794
5862,5579dcaa0db630d7038669c5, 1 N HALSTED ST,West Loop,41.88225,-87.6467402
5863,5579dcaa0db630d7038669c6, 2321 W DEVON AVE,North Side,41.9976026,-87.6883812
5864,5579dcaa0db630d7038669c7, 7400 S WESTERN AVE,South Side,41.7590563,-87.6838507
5865,5579dcaa0db630d7038669c8, 758 E 87TH ST,Chatham,41.7366243,-87.6068482
5866,5579dcaa0db630d7038669c9, 5200 N SHERIDAN RD,North Side,41.976792,-87.655418
5867,5579dcaa0db630d7038669ca, 400 W BELMONT AVE,North Side,41.940356,-87.634742
5868,5579dcaa0db630d7038669cb, 235 N DEARBORN ST,Central,41.886373,-87.6295059
5869,5579dcaa0db630d7038669cc, 9838 S DOBSON AVE,Cottage Grove Heights,41.715464,-87.598545
5870,5579dcaa0db630d7038669cd, 2705 W LE MOYNE ST,West Town,41.908403,-87.69473430000001
5871,5579dcaa0db630d7038669ce, 6801 N RIDGE BLVD,North Side,42.0054329,-87.679772
5872,5579dcaa0db630d7038669cf, 149 S CANAL ST,West Loop Gate,41.8799615,-87.63961990000001
5873,5579dcaa0db630d7038669d0, 9058 S LAFAYETTE AVE,Chatham,41.7302347,-87.6252906
5875,5579dcaa0db630d7038669d2, 9301 S STONY ISLAND AVE,Calumet Heights,41.725677,-87.584587
5874,5579dcaa0db630d7038669d1, 7213 S ARTESIAN AVE,South Side,41.7624368,-87.6843909
5876,5579dcaa0db630d7038669d3, 2044 W HARRISON ST,Illinois Medical District,41.874288,-87.67804
5877,5579dcaa0db630d7038669d4, 6045 S CALIFORNIA AVE,South Side,41.783275,-87.69347289999999
5878,5579dcaa0db630d7038669d5, 600 N LAKE SHORE DR,Central,41.8930693,-87.61500939999999
5879,5579dcaa0db630d7038669d6, 2569 N CLARK ST,North Side,41.9296876,-87.6429464
5880,5579dcaa0db630d7038669d7, 4036 N HARDING AVE,North Side,41.95488659999999,-87.7264368
5881,5579dcaa0db630d7038669d8, 500 N COLUMBUS DR,Streeterville,41.89100390000001,-87.6203288
5882,5579dcaa0db630d7038669d9, 431 E 88TH ST,Chatham,41.734431,-87.613191
5883,5579dcaa0db630d7038669da, 431 E 88TH ST,Chatham,41.734431,-87.613191
5884,5579dcaa0db630d7038669db, 2850 S WABASH AVE,South Side,41.8424651,-87.62564449999999
5885,5579dcaa0db630d7038669dc, 7716 N SHERIDAN RD,North Side,42.0217461,-87.6667748
5886,5579dcaa0db630d7038669dd, 1938 W OGDEN AVE,North Lawndale,41.8546852,-87.7140431
5887,5579dcaa0db630d7038669de, 800 N SACRAMENTO AVE,West Side,41.8968471,-87.7029704
5888,5579dcaa0db630d7038669df, 800 W BELMONT AVE,North Side,41.94017789999999,-87.6494958
5889,5579dcaa0db630d7038669e0, 6830 N RIDGE BLVD,North Side,42.00616249999999,-87.68062809999999
5890,5579dcaa0db630d7038669e1, 1657 E 87TH ST,Calumet Heights,41.7367529,-87.5829457
5891,5579dcaa0db630d7038669e2, 251 S DEARBORN ST,Central,41.8786623,-87.62930589999999
5892,5579dcaa0db630d7038669e3, 6142 N CALIFORNIA AVE,North Side,41.99351799999999,-87.6998936
5893,5579dcaa0db630d7038669e4, 1503 W BELMONT AVE,North Side,41.9397128,-87.6663452
5894,5579dcaa0db630d7038669e5, 5948 N BROADWAY ST,North Side,41.9902236,-87.6603176
5895,5579dcaa0db630d7038669e6, 321 S DEARBORN ST,Central,41.8776962,-87.6291468
5896,5579dcaa0db630d7038669e7, 2 W GRAND AVE,Central,41.8916791,-87.62808919999999
5897,5579dcaa0db630d7038669e8, 510 W MADISON ST,West Loop Gate,41.8818855,-87.6401338
5898,5579dcaa0db630d7038669e9, 1008 E 53RD ST,Hyde Park,41.7994044,-87.60119859999999
5899,5579dcaa0db630d7038669ea, 1712 W DEVON AVE,North Side,41.998299,-87.672651
5900,5579dcaa0db630d7038669eb, 1 E 75TH ST,Greater Grand Crossing,41.7581586,-87.62636590000001
5901,5579dcaa0db630d7038669ec, 500 N COLUMBUS DR,Streeterville,41.89100390000001,-87.6203288
5902,5579dcaa0db630d7038669ed, 8301 S STONY ISLAND AVE,Stoney Island Park,41.744086,-87.58499499999999
5903,5579dcaa0db630d7038669ee, 364 W OAK ST,Central,41.90094999999999,-87.6378794
5904,5579dcaa0db630d7038669ef, 1320 N SEDGWICK ST,Central,41.9061309,-87.63845719999999
5905,5579dcaa0db630d7038669f0, 7202 W TOUHY AVE,Edison Park,42.0117363,-87.80674540000001
5906,5579dcaa0db630d7038669f1, 3037 S GRATTEN AVE,South Side,41.8393776,-87.6543282
5907,5579dcaa0db630d7038669f2, 6150 N GREENVIEW AVE,North Side,41.9938002,-87.6677163
5908,5579dcaa0db630d7038669f3, 5333 N WESTERN AVE,North Side,41.9791217,-87.6891959
5909,5579dcaa0db630d7038669f4, 2435 W DEVON AVE,North Side,41.9976852,-87.6913793
5910,5579dcaa0db630d7038669f5, 4851 N SACRAMENTO AVE,North Side,41.9696681,-87.7036205
5911,5579dcaa0db630d7038669f6, 3214 W 55TH ST,Gage Park,41.793724,-87.7042601
5912,5579dcaa0db630d7038669f7, 6401 N SHERIDAN RD,North Side,41.9985088,-87.65977559999999
5913,5579dcaa0db630d7038669f8, 8220 S HOUSTON AVE,South Chicago,41.74583,-87.55072
5914,5579dcaa0db630d7038669f9, 4838 S ST LAWRENCE AVE,South Side,41.7858844,-87.6109364
5915,5579dcaa0db630d7038669fa, 8600 W CATALPA AVE,O'Hare,41.979638,-87.842737
5916,5579dcaa0db630d7038669fb, 109 W HUBBARD ST,Central,41.889784,-87.631596
5917,5579dcaa0db630d7038669fc, 1702 E 87TH ST,Stoney Island Park,41.7370699,-87.5825407
5918,5579dcaa0db630d7038669fd, 2501 W BALMORAL AVE,North Side,41.9794874,-87.69270159999999
5919,5579dcaa0db630d7038669fe, 1641 W HIGHLAND AVE,North Side,41.9968419,-87.67098
5920,5579dcaa0db630d7038669ff, 4849 N SACRAMENTO AVE,North Side,41.9696381,-87.7036209
5921,5579dcaa0db630d703866a00, 4200 S CICERO AVE,Chgo,41.816717,-87.746512
5922,5579dcaa0db630d703866a01, 140 E DELAWARE PL,Central,41.89922,-87.6243784
5923,5579dcaa0db630d703866a02, 5932 NORTH BROADWAY,North Side,41.9900028,-87.66030889999999
5924,5579dcaa0db630d703866a03, 514 W MADISON ST,West Loop Gate,41.8818825,-87.6403058
5925,5579dcaa0db630d703866a04, 47 E 42ND ST,South Side,41.818301,-87.6244677
5926,5579dcaa0db630d703866a05, 16 WEST DIVISION STREET,Central,41.9041137,-87.6294248
5927,5579dcaa0db630d703866a06, 6317 N RIDGE AVE,North Side,41.9958287,-87.67568039999999
5928,5579dcaa0db630d703866a07, 1803 E 87TH ST,Calumet Heights,41.7369665,-87.5803585
5929,5579dcaa0db630d703866a08, 1910 W WAVELAND AVE,North Side,41.948963,-87.67669599999999
5930,5579dcaa0db630d703866a09, 3200 ARMITAGE AVE,Melrose Park,41.9149096,-87.8727081
5931,5579dcaa0db630d703866a0a, 157 W VAN BUREN ST,Central,41.8768472,-87.63283899999999
5932,5579dcaa0db630d703866a0b, 2414 W DEVON AVE,North Side,41.99782140000001,-87.69052459999999
5933,5579dcaa0db630d703866a0c, 3241 W LAWRENCE AVE,North Side,41.9684256,-87.7101672
5934,5579dcaa0db630d703866a0d, 4051 S CALUMET AVE,South Side,41.820459,-87.618099
5935,5579dcaa0db630d703866a0e, 5757 CHICAGO MIDWAY INTERNATIONAL AIRPORT,S Cicero Ave,41.7884345,-87.74065739999999
5936,5579dcaa0db630d703866a0f, 3100 S MARTIN LUTHER KING DR,South Side,41.8380417,-87.6177943
5937,5579dcaa0db630d703866a10, 1 N HALSTED ST,West Loop,41.88225,-87.6467402
5938,5579dcaa0db630d703866a11, 400 W BELMONT AVE,North Side,41.940356,-87.634742
5939,5579dcaa0db630d703866a12, 6353 N LEAVITT ST,North Side,41.997302,-87.6849575
5940,5579dcaa0db630d703866a13, 4859 N SACRAMENTO AVE,North Side,41.969788,-87.70361869999999
5941,5579dcaa0db630d703866a14, 1132 W THORNDALE AVE,North Side,41.990221,-87.659635
5942,5579dcaa0db630d703866a15, 3020 S INDIANA AVE,South Side,41.8383373,-87.6219181
5943,5579dcaa0db630d703866a16, 500 W MADISON ST,West Loop Gate,41.8822187,-87.6405296
5944,5579dcaa0db630d703866a17, 225 S CANAL ST,West Loop Gate,41.8787387,-87.6394832
5945,5579dcaa0db630d703866a18, 2 WEST DIVISION STREET,Central,41.9039492,-87.62868340000001
5946,5579dcaa0db630d703866a19, 5754 N JERSEY AVE,North Side,41.9864581,-87.70986889999999
5947,5579dcaa0db630d703866a1a, 1705 W LUNT AVE,North Side,42.0089907,-87.67231819999999
5948,5579dcaa0db630d703866a1b, 7428 S COLES AVE,South Shore,41.760682,-87.56001400000001
5949,5579dcaa0db630d703866a1c, 6929 N RIDGE BLVD,North Side,42.0075489,-87.6812332
5950,5579dcaa0db630d703866a1d, 2325 W PRATT BLVD,North Side,42.0050379,-87.688193
5951,5579dcaa0db630d703866a1e, 5147 N LINCOLN AVE,North Side,41.9753503,-87.6922974
5952,5579dcaa0db630d703866a1f, 1201 N WELLS ST,Central,41.90398709999999,-87.6342978
5953,5579dcaa0db630d703866a20, 2800 N CENTRAL AVE,Belmont Central,41.9312755,-87.7662668
5954,5579dcaa0db630d703866a21, 3251 W VICTORIA ST,North Side,41.9857727,-87.71041369999999
5955,5579dcaa0db630d703866a22, 3265 W VICTORIA ST,North Side,41.9857689,-87.71070379999999
5956,5579dcaa0db630d703866a23, 4429 NORTH BROADWAY,North Side,41.9625811,-87.6553392
5957,5579dcaa0db630d703866a24, 2558 N CALIFORNIA AVE,North Side,41.9276367,-87.6975079
5958,5579dcaa0db630d703866a25, 6059 N WASHTENAW AVE,North Side,41.9921889,-87.6969999
5959,5579dcaa0db630d703866a26, 23 WEST DIVISION STREET,Central,41.9039093,-87.629576
5960,5579dcaa0db630d703866a27, W Maypole Avenue West EAST GARFIELD PARK,Chgo,41.8835743,-87.7057141
5961,5579dcaa0db630d703866a28, 2336 W PRATT BLVD,North Side,42.0050675,-87.6880248
5962,5579dcaa0db630d703866a29, 400 W BELMONT AVE,North Side,41.940356,-87.634742
5963,5579dcaa0db630d703866a2a, 1246 W MADISON ST,Chgo,41.8816432,-87.6588526
5964,5579dcaa0db630d703866a2b, 2800 W DIVERSEY AVE,North Side,41.9322314,-87.6979885
5965,5579dcaa0db630d703866a2c, 8439 W CATHERINE AVE,O'Hare,41.977463,-87.83676969999999
5966,5579dcaa0db630d703866a2d, 6301 N RIDGE AVE,North Side,41.9956935,-87.675612
5967,5579dcaa0db630d703866a2e, 3657 S WINCHESTER AVE,McKinley Park,41.826961,-87.67360699999999
5968,5579dcaa0db630d703866a2f, 754 W 52ND ST,New City,41.7997795,-87.64481409999999
5969,5579dcaa0db630d703866a30, 4646 N CLARENDON AVE,North Side,41.9668047,-87.65006939999999
5970,5579dcaa0db630d703866a31, 2557 W FITCH AVE,North Side,42.0112507,-87.6947076
5971,5579dcaa0db630d703866a32, 2557 W FITCH AVE,North Side,42.0112507,-87.6947076
5972,5579dcaa0db630d703866a33, 6049 N WASHTENAW AVE,North Side,41.9920949,-87.69699709999999
5973,5579dcaa0db630d703866a34, 901 W EASTWOOD AVE,North Side,41.966138,-87.65240899999999
5974,5579dcaa0db630d703866a35, 172 E WALTON ST,Central,41.9002423,-87.6227875
5975,5579dcaa0db630d703866a36, 4200 S CICERO AVE,Chgo,41.816717,-87.746512
5976,5579dcaa0db630d703866a37, Armitage Ave LEYDEN,Cook County,41.9150689,-87.86462499999999
5977,5579dcaa0db630d703866a38, 259 S CANAL ST,West Loop Gate,41.8785584,-87.6395775
5978,5579dcaa0db630d703866a39, 500 W MADISON ST,West Loop Gate,41.8822187,-87.6405296
5979,5579dcaa0db630d703866a3a, 359 E 95TH ST,Roseland,41.721817,-87.61452349999999
5980,5579dcaa0db630d703866a3b, 5948 NORTH BROADWAY,North Side,41.990642,-87.660698
5981,5579dcaa0db630d703866a3c, 200 W N AVE,Central,41.9112123,-87.6347639
5982,5579dcaa0db630d703866a3d, 6313 N RIDGE AVE,North Side,41.9959581,-87.67577840000001
5983,5579dcaa0db630d703866a3e, 2040 W GRANVILLE AVE,North Side,41.9942575,-87.6807273
5984,5579dcaa0db630d703866a3f, 6045 W MELROSE ST,Belmont Central,41.939075,-87.77803899999999
5985,5579dcaa0db630d703866a40, 13 WEST DIVISION STREET,Central,41.9037327,-87.6292993
5986,5579dcaa0db630d703866a41, 1613 W CHICAGO AVE,West Town,41.8958305,-87.6681577
5987,5579dcaa0db630d703866a42, 10 S DEARBORN ST,Central,41.8815908,-87.6298314
5988,5579dcaa0db630d703866a43, 735 N HUDSON AVE,Central,41.8955891,-87.6400163
5989,5579dcaa0db630d703866a44, 6924 N RIDGE BLVD,North Side,42.0072321,-87.681131
5990,5579dcaa0db630d703866a45, 1122 W THORNDALE AVE,North Side,41.99021399999999,-87.659325
5991,5579dcaa0db630d703866a46, 1 S DEARBORN ST,Central,41.881626,-87.62879550000001
5992,5579dcaa0db630d703866a47, 7012 N RIDGE BLVD,North Side,42.0092334,-87.6822687
5993,5579dcaa0db630d703866a48, 4849 N SACRAMENTO AVE,North Side,41.9696381,-87.7036209
5994,5579dcaa0db630d703866a49, 141 S DEARBORN ST,Central,41.8796557,-87.6293366
5995,5579dcaa0db630d703866a4a, 1508 W BALMORAL AVE,North Side,41.9799873,-87.6687792
5996,5579dcaa0db630d703866a4b, 6401 N RIDGE BLVD,North Side,41.99823,-87.67653399999999
5997,5579dcaa0db630d703866a4c, 6816 N SHERIDAN RD,North Side,42.0060258,-87.6613038
5998,5579dcaa0db630d703866a4d, 500 W MADISON ST,West Loop Gate,41.8822187,-87.6405296
5999,5579dcaa0db630d703866a4e, 6005 N WINCHESTER AVE,North Side,41.99077399999999,-87.6784011
6000,5579dcaa0db630d703866a4f, 3626 N KEELER AVE,North Side,41.947148,-87.7327059
6001,5579dcaa0db630d703866a50, 835 N MICHIGAN AVE,Central,41.8979718,-87.6236144
6002,5579dcaa0db630d703866a51, 7610 S PHILLIPS AVE,South Shore,41.7568039,-87.5651312
6003,5579dcaa0db630d703866a52, 175 W JACKSON BLVD,Central,41.8778959,-87.6333337
6004,5579dcaa0db630d703866a53, 2245 W DEVON AVE,North Side,41.9975662,-87.6867761
6005,5579dcaa0db630d703866a54, 7128 N SHERIDAN RD,North Side,42.011311,-87.661568
6006,5579dcaa0db630d703866a55, 2019 W FARWELL AVE,North Side,42.0064003,-87.68151809999999
6007,5579dcaa0db630d703866a56, 1309 N SEDGWICK ST,Central,41.9058597,-87.6384116
6008,5579dcaa0db630d703866a57, 8803 S STONY ISLAND AVE,Calumet Heights,41.734895,-87.584807
6009,5579dcaa0db630d703866a58, 3711 N BROADWAY ST,North Side,41.9495716,-87.6485976
6010,5579dcaa0db630d703866a59, 200 W GARFIELD BLVD,Englewood,41.793952,-87.62885500000002
6011,5579dcaa0db630d703866a5a, 7041 N WOLCOTT AVE,North Side,42.0101142,-87.6780778
6012,5579dcaa0db630d703866a5b, 330 S CANAL ST,West Loop Gate,41.8776679,-87.6395952
6013,5579dcaa0db630d703866a5c, 1031 N RUSH ST,Central,41.9017556,-87.6277878
6014,5579dcaa0db630d703866a5d, 8701 S STONY ISLAND AVE,Calumet Heights,41.73690029999999,-87.5851852
6015,5579dcaa0db630d703866a5e, 3109 NORTH BROADWAY,North Side,41.9379576,-87.6441976
6016,5579dcaa0db630d703866a5f, 8612 W CATALPA AVE,O'Hare,41.9792241,-87.8418322
6017,5579dcaa0db630d703866a60, 1244 N CLYBOURN AVE,Central,41.904672,-87.6412064
6018,5579dcaa0db630d703866a61, 0 E DELAWARE PL,Central,41.8991425,-87.6282571
6019,5579dcaa0db630d703866a62, 1244 N CLYBOURN AVE,Central,41.904672,-87.6412064
6020,5579dcaa0db630d703866a63, 6359 N RIDGE BLVD,North Side,41.998142,-87.676896
6021,5579dcaa0db630d703866a64, 1000 W HOLLYWOOD AVE,North Side,41.9855574,-87.65527929999999
6022,5579dcaa0db630d703866a65, 6074 N RIDGE AVE,North Side,41.9921053,-87.6750644
6023,5579dcaa0db630d703866a66, 6076 N RIDGE AVE,North Side,41.9921083,-87.67508339999999
6024,5579dcaa0db630d703866a67, 611 UIC,S Wolcott Ave,41.87148759999999,-87.6737386
6025,5579dcaa0db630d703866a68, 433 W ONTARIO ST,Central,41.8930964,-87.6400001
6026,5579dcaa0db630d703866a69, 20 WEST DIVISION STREET,Central,41.9041073,-87.6295756
6027,5579dcaa0db630d703866a6a, 2953 N CLARK ST,North Side,41.9362174,-87.647475
